tweet_id,timestamp,text,jpg_url,name,stage,dog_breed,img_num,algorithm_conf,prediction_algorithm,full_rating,rating_numerator,retweet_count,favorite_count
889880896479866881,2017-07-25 16:11:53+00:00,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,Bruno,unclassified,French_bulldog,img_1,0.377417,P_1,13/10,13.0,4538,26107
889665388333682689,2017-07-25 01:55:32+00:00,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,None,pup,Pembroke,img_1,0.966327,P_1,13/10,13.0,9099,44946
889638837579907072,2017-07-25 00:10:02+00:00,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,Ted,unclassified,French_bulldog,img_1,0.99165,P_1,12/10,12.0,4077,25297
889531135344209921,2017-07-24 17:02:04+00:00,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,Stuart,pup,golden_retriever,img_1,0.953442,P_1,13/10,13.0,2053,14169
889278841981685760,2017-07-24 00:19:32+00:00,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,Oliver,unclassified,whippet,img_1,0.626152,P_1,13/10,13.0,4850,23581
888917238123831296,2017-07-23 00:22:39+00:00,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,Jim,unclassified,golden_retriever,img_1,0.714719,P_1,12/10,12.0,4090,27212
888804989199671297,2017-07-22 16:56:37+00:00,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,Zeke,unclassified,golden_retriever,img_1,0.46976,P_1,13/10,13.0,3859,23925
888554962724278272,2017-07-22 00:23:06+00:00,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Ralphus,unclassified,Siberian_husky,img_3,0.700377,P_1,13/10,13.0,3168,18467
888078434458587136,2017-07-20 16:49:33+00:00,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,Gerald,unclassified,French_bulldog,img_1,0.995026,P_1,12/10,12.0,3155,20384
887705289381826560,2017-07-19 16:06:48+00:00,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,Jeffrey,unclassified,basset,img_1,0.821664,P_1,13/10,13.0,4901,28295
887473957103951883,2017-07-19 00:47:34+00:00,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Canela,unclassified,Pembroke,img_2,0.809197,P_1,13/10,13.0,16359,64310
887343217045368832,2017-07-18 16:08:03+00:00,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,None,unclassified,Mexican_hairless,img_1,0.330741,P_1,13/10,13.0,9527,31489
887101392804085760,2017-07-18 00:07:08+00:00,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,None,unclassified,Samoyed,img_1,0.733942,P_1,12/10,12.0,5427,28639
886983233522544640,2017-07-17 16:17:36+00:00,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Maya,unclassified,Chihuahua,img_2,0.793469,P_1,13/10,13.0,6978,32659
886736880519319552,2017-07-16 23:58:41+00:00,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,Mingus,pup,kuvasz,img_1,0.309706,P_1,13/10,13.0,2928,11216
886366144734445568,2017-07-15 23:25:31+00:00,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,Roscoe,pup,French_bulldog,img_1,0.999201,P_1,12/10,12.0,2883,19766
886258384151887873,2017-07-15 16:17:19+00:00,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,Waffles,pup,pug,img_1,0.943575,P_1,13/10,13.0,5749,26181
885984800019947520,2017-07-14 22:10:11+00:00,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Jimbo,unclassified,Blenheim_spaniel,img_1,0.972494,P_1,12/10,12.0,6115,30486
885528943205470208,2017-07-13 15:58:47+00:00,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,Maisey,unclassified,pug,img_1,0.369275,P_1,13/10,13.0,5817,33628
885311592912609280,2017-07-13 01:35:06+00:00,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,Lilly,unclassified,Labrador_retriever,img_1,0.908703,P_1,13/10,13.0,16856,0
885167619883638784,2017-07-12 16:03:00+00:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,None,unclassified,malamute,img_4,0.8124819999999999,P_1,13/10,13.0,3978,20484
884925521741709313,2017-07-12 00:01:00+00:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Earl,unclassified,Italian_greyhound,img_1,0.259916,P_1,12/10,12.0,16456,72100
884876753390489601,2017-07-11 20:47:12+00:00,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,Lola,unclassified,chow,img_1,0.822103,P_1,13/10,13.0,5079,26037
884562892145688576,2017-07-11 00:00:02+00:00,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,Kevin,unclassified,pug,img_1,0.5464060000000001,P_1,13/10,13.0,4280,22726
884441805382717440,2017-07-10 15:58:53+00:00,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,None,pup,Pembroke,img_1,0.993225,P_1,14/10,14.0,5187,25351
884162670584377345,2017-07-09 21:29:42+00:00,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,Yogi,doggo,German_shepherd,img_1,0.707046,P_1,12/10,12.0,2726,19094
883838122936631299,2017-07-09 00:00:04+00:00,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Noah,pup,Doberman,img_1,0.610946,P_1,12/10,12.0,3129,20456
883482846933004288,2017-07-08 00:28:19+00:00,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,Bella,unclassified,golden_retriever,img_1,0.943082,P_1,13.5/10,13.5,8992,42868
883360690899218434,2017-07-07 16:22:55+00:00,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Grizzwald,pup,chow,img_1,0.987997,P_1,13/10,13.0,3367,21211
883117836046086144,2017-07-07 00:17:54+00:00,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,None,unclassified,golden_retriever,img_2,0.949562,P_1,13/10,13.0,6048,34719
882992080364220416,2017-07-06 15:58:11+00:00,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Rusty,pup,Eskimo_dog,img_1,0.466778,P_1,13/10,13.0,3545,22344
882762694511734784,2017-07-06 00:46:41+00:00,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Gus,pup,Labrador_retriever,img_1,0.85005,P_1,12/10,12.0,4450,26446
882627270321602560,2017-07-05 15:48:34+00:00,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Stanley,unclassified,Pembroke,img_1,0.542982,P_1,13/10,13.0,5529,26189
882268110199369728,2017-07-04 16:01:23+00:00,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,Alfy,unclassified,golden_retriever,img_1,0.762211,P_1,13/10,13.0,10546,41928
882045870035918850,2017-07-04 01:18:17+00:00,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,Koko,unclassified,golden_retriever,img_1,0.00694063,P_3,13/10,13.0,4453,27424
881906580714921986,2017-07-03 16:04:48+00:00,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Rey,unclassified,Weimaraner,img_1,0.291539,P_1,12/10,12.0,3096,22775
881666595344535552,2017-07-03 00:11:11+00:00,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Gary,pup,Saluki,img_1,0.529012,P_1,13/10,13.0,9724,47373
881536004380872706,2017-07-02 15:32:16+00:00,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,a,pup,Samoyed,img_1,0.281463,P_1,14/10,14.0,14538,46281
880872448815771648,2017-06-30 19:35:32+00:00,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,None,unclassified,Pembroke,img_1,0.791416,P_1,12/10,12.0,3489,19919
880465832366813184,2017-06-29 16:39:47+00:00,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,Bella,unclassified,golden_retriever,img_1,0.913255,P_1,12/10,12.0,5664,26656
880221127280381952,2017-06-29 00:27:25+00:00,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Jesse,woof,Chihuahua,img_1,0.238525,P_1,12/10,12.0,3800,25235
880095782870896641,2017-06-28 16:09:20+00:00,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,None,unclassified,miniature_pinscher,img_1,0.120298,P_1,11/10,11.0,3954,25838
879862464715927552,2017-06-28 00:42:13+00:00,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,Romeo,unclassified,basset,img_3,0.813507,P_1,13/10,13.0,3187,20948
879492040517615616,2017-06-27 00:10:17+00:00,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,Bailey,unclassified,German_short-haired_pointer,img_1,0.479896,P_1,12/10,12.0,2907,21993
879415818425184262,2017-06-26 19:07:24+00:00,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,Duddles,unclassified,English_springer,img_1,0.383404,P_1,13/10,13.0,40518,98992
879376492567855104,2017-06-26 16:31:08+00:00,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Jack,unclassified,Labrador_retriever,img_1,0.0334961,P_2,12/10,12.0,2854,15737
879008229531029506,2017-06-25 16:07:47+00:00,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,Beau,unclassified,vizsla,img_1,0.960513,P_1,13/10,13.0,2442,17811
878776093423087618,2017-06-25 00:45:22+00:00,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Snoopy,pup,Italian_greyhound,img_2,0.734684,P_1,13/10,13.0,3729,18141
878281511006478336,2017-06-23 16:00:04+00:00,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,Shadow,unclassified,basset,img_1,0.32042,P_1,13/10,13.0,1179,7248
878057613040115712,2017-06-23 01:10:23+00:00,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,Emmy,pup,French_bulldog,img_1,0.839097,P_1,14/10,14.0,6196,39435
877736472329191424,2017-06-22 03:54:17+00:00,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Aja,unclassified,Chesapeake_Bay_retriever,img_2,0.8379559999999999,P_1,13/10,13.0,17296,74313
877611172832227328,2017-06-21 19:36:23+00:00,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,None,pup,Irish_setter,img_1,0.364729,P_1,14/10,14.0,73,0
877556246731214848,2017-06-21 15:58:08+00:00,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,Penny,pup,basset,img_1,0.995368,P_1,12/10,12.0,3477,21263
877316821321428993,2017-06-21 00:06:44+00:00,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Dante,unclassified,Saluki,img_1,0.5099670000000001,P_1,13/10,13.0,4757,25683
877201837425926144,2017-06-20 16:29:50+00:00,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Nelly,unclassified,Pembroke,img_1,0.93112,P_1,12/10,12.0,5097,25405
876838120628539392,2017-06-19 16:24:33+00:00,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,Ginger,pup,bloodhound,img_1,0.575751,P_1,12/10,12.0,3042,19405
876484053909872640,2017-06-18 16:57:37+00:00,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,Benedict,unclassified,golden_retriever,img_1,0.874566,P_1,13/10,13.0,2164,17600
876120275196170240,2017-06-17 16:52:05+00:00,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Venti,pup,Bernese_mountain_dog,img_1,0.534327,P_1,13/10,13.0,4269,26240
875747767867523072,2017-06-16 16:11:53+00:00,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Goose,unclassified,Labrador_retriever,img_1,0.799551,P_1,13/10,13.0,3908,23615
875144289856114688,2017-06-15 00:13:52+00:00,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Nugget,unclassified,Siberian_husky,img_1,0.245048,P_1,13/10,13.0,4491,20562
875021211251597312,2017-06-14 16:04:48+00:00,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,None,unclassified,West_Highland_white_terrier,img_2,0.7143189999999999,P_1,12/10,12.0,4326,23940
874680097055178752,2017-06-13 17:29:20+00:00,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Cash,unclassified,Labrador_retriever,img_1,0.836052,P_1,12/10,12.0,4238,26108
874296783580663808,2017-06-12 16:06:11+00:00,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,Jed,pup,cocker_spaniel,img_1,0.437216,P_1,13/10,13.0,3765,24449
874057562936811520,2017-06-12 00:15:36+00:00,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,None,unclassified,flat-coated_retriever,img_1,0.8321770000000001,P_1,12/10,12.0,3649,21338
874012996292530176,2017-06-11 21:18:31+00:00,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Sebastian,pup,Cardigan,img_2,0.806674,P_1,13/10,13.0,9391,32212
873580283840344065,2017-06-10 16:39:04+00:00,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,None,unclassified,Newfoundland,img_1,0.678537,P_1,13/10,13.0,3610,22770
873213775632977920,2017-06-09 16:22:42+00:00,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,Sierra,pup,vizsla,img_1,0.6197819999999999,P_1,12/10,12.0,1462,6729
872967104147763200,2017-06-09 00:02:31+00:00,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,None,doggo,Labrador_retriever,img_2,0.476913,P_1,12/10,12.0,4983,25640
872820683541237760,2017-06-08 14:20:41+00:00,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,None,unclassified,pug,img_3,0.99912,P_1,13/10,13.0,3419,13877
872620804844003328,2017-06-08 01:06:27+00:00,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,Monkey,unclassified,cocker_spaniel,img_1,0.513191,P_1,13/10,13.0,3353,19508
872486979161796608,2017-06-07 16:14:40+00:00,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,None,unclassified,Pembroke,img_1,0.931861,P_1,12/10,12.0,8313,38391
872122724285648897,2017-06-06 16:07:15+00:00,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,Kody,unclassified,pug,img_1,0.06673630000000001,P_2,12/10,12.0,7451,32313
871879754684805121,2017-06-06 00:01:46+00:00,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Lassie,pup,Shetland_sheepdog,img_1,0.969171,P_1,13/10,13.0,10117,35439
